Set Name,Set Code,Release Date,Total Cards,Pack Name,Card Name,Card Number,Rarity
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Riolu,91,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Lucario,92,Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Gallade ex,95,Ultra Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Murkrow,96,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Honchkrow,97,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Poochyena,100,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Mightyena,101,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Stunky,102,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Skuntank,103,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Skorupi,105,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Drapion,106,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Croagunk,107,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Toxicroak,108,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Darkrai,109,Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Darkrai ex,110,Ultra Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Skarmory,111,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Registeel,112,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Bronzor,116,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Bronzong,117,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Probopass,118,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Dialga ex,119,Ultra Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Heatran,120,Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Eevee,126,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Aipom,130,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Ambipom,131,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Bidoof,135,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Bibarel,136,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Buneary,137,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Lopunny,138,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Fan Rotom,142,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Regigigas,143,Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Skull Fossil,144,Common
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Pokémon Communication,146,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Giant Cape,147,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Team Galactic Grunt,151,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Volkner,153,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Dawn,154,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Tangrowth,156,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Combee,157,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Shaymin,159,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Mamoswine,160,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Shinx,163,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Drifloon,165,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Mesprit,166,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Lucario,170,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Croagunk,173,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Heatran,174,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Bidoof,177,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Regigigas,179,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Yanmega ex,180,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Pachirisu ex,183,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Gallade ex,185,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Darkrai ex,187,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Dialga ex,188,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Team Galactic Grunt,191,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Volkner,193,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Dawn,194,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Yanmega ex,196,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Pachirisu ex,198,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Gallade ex,200,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Darkrai ex,202,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Dialga ex,205,Triple Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Palkia ex,206,Crown Rare
Space-Time Smackdown,A2,29th January 2025,207,Dialga,Dialga ex,207,Crown Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Oddish,1,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Gloom,2,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Bellossom,3,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Roselia,8,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Roserade,9,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Turtwig,10,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Grotle,11,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Torterra,12,Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Kricketot,13,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Kricketune,14,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Burmy,15,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Wormadam,16,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Carnivine,19,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Mow Rotom,21,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Magmar,23,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Magmortar,24,Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Slugma,25,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Magcargo,26,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Chimchar,27,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Monferno,28,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Infernape ex,29,Ultra Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Heat Rotom,30,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Regice,34,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Piplup,35,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Prinplup,36,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Empoleon,37,Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Buizel,38,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Floatzel,39,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Shellos,40,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Gastrodon,41,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Finneon,42,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Lumineon,43,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Snover,44,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Abomasnow,45,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Glaceon,46,Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Wash Rotom,47,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Frost Rotom,48,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Palkia ex,49,Ultra Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Manaphy,50,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Magnemite,51,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Magneton,52,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Magnezone,53,Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Voltorb,54,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Electrode,55,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Rotom,62,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Togepi,63,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Togetic,64,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Togekiss,65,Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Misdreavus,66,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Mismagius ex,67,Ultra Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Uxie,75,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Mesprit,76,Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Azelf,77,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Giratina,78,Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Cresselia,79,Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Rhyhorn,80,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Rhydon,81,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Rhyperior,82,Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Nosepass,86,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Regirock,87,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Hippopotas,93,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Hippowdon,94,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Sneasel,98,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Weavile ex,99,Ultra Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Poochyena,100,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Mightyena,101,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Spiritomb,104,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Skorupi,105,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Drapion,106,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Skarmory,111,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Shieldon,113,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Bastiodon,114,Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Wormadam,115,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Probopass,118,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Gible,121,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Gabite,122,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Garchomp,123,Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Lickitung,124,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Lickilicky ex,125,Ultra Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Eevee,126,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Porygon,127,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Porygon2,128,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Porygon-Z,129,Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Aipom,130,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Ambipom,131,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Starly,132,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Staravia,133,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Staraptor,134,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Glameow,139,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Purugly,140,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Chatot,141,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Fan Rotom,142,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Regigigas,143,Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Armor Fossil,145,Common
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Rocky Helmet,148,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Lum Berry,149,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Cyrus,150,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Cynthia,152,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Mars,155,Uncommon
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Carnivine,158,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Gastrodon,161,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Manaphy,162,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Rotom,164,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Giratina,167,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Cresselia,168,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Rhyperior,169,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Hippopotas,171,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Spiritomb,172,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Garchomp,175,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Staraptor,176,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Glameow,178,Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Infernape ex,181,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Palkia ex,182,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Mismagius ex,184,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Weavile ex,186,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Lickilicky ex,189,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Cyrus,190,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Cynthia,192,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Mars,195,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Infernape ex,197,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Mismagius ex,199,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Weavile ex,201,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Lickilicky ex,203,Double Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Palkia ex,204,Triple Star Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Palkia ex,206,Crown Rare
Space-Time Smackdown,A2,29th January 2025,207,Palkia,Dialga ex,207,Crown Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Exeggcute,1,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Exeggutor,2,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Celebi ex,3,Ultra Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Snivy,4,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Servine,5,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Serperior,6,Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Morelull,7,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Shiinotic,8,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Dhelmise,9,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Ponyta,10,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Rapidash,11,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Magmar,12,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Larvesta,13,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Volcarona,14,Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Salandit,15,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Salazzle,16,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Magikarp,17,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Gyarados ex,18,Ultra Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Vaporeon,19,Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Finneon,20,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Lumineon,21,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Chewtle,22,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Drednaw,23,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Cramorant,24,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Pikachu,25,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Raichu,26,Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Electabuzz,27,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Joltik,28,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Galvantula,29,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Dedenne,30,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Mew,31,Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Mew ex,32,Ultra Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Sigilyph,33,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Elgyem,34,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Beheeyem,35,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Flabébé,36,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Floette,37,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Florges,38,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Swirlix,39,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Slurpuff,40,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Mankey,41,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Primeape,42,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Geodude,43,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Graveler,44,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Golem,45,Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Aerodactyl ex,46,Ultra Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Marshadow,47,Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Stonjourner,48,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Koffing,49,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Weezing,50,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Purrloin,51,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Liepard,52,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Venipede,53,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Whirlipede,54,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Scolipede,55,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Druddigon,56,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Pidgey,57,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Pidgeotto,58,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Pidgeot ex,59,Ultra Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Tauros,60,Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Eevee,61,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Chatot,62,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Old Amber,63,Common
Mythical Island,A1a,17th December 2024,86,Mythical Island,Pokémon Flute,64,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Mythical Slab,65,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Budding Expeditioner,66,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Blue,67,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Leaf,68,Uncommon
Mythical Island,A1a,17th December 2024,86,Mythical Island,Exeggutor,69,Star Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Serperior,70,Star Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Salandit,71,Star Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Vaporeon,72,Star Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Dedenne,73,Star Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Marshadow,74,Star Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Celebi ex,75,Double Star Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Gyarados ex,76,Double Star Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Mew ex,77,Double Star Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Aerodactyl ex,78,Double Star Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Pidgeot ex,79,Double Star Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Budding Expeditioner,80,Double Star Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Blue,81,Double Star Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Leaf,82,Double Star Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Mew ex,83,Double Star Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Aerodactyl ex,84,Double Star Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Celebi ex,85,Triple Star Rare
Mythical Island,A1a,17th December 2024,86,Mythical Island,Mew ex,86,Crown Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Oddish,11,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Gloom,12,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Vileplume,13,Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Bellsprout,18,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Weepinbell,19,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Victreebel,20,Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Exeggcute,21,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Exeggutor,22,Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Exeggutor ex,23,Ultra Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Tangela,24,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Pinsir,26,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Cottonee,27,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Whimsicott,28,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Petilil,29,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Lilligant,30,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Skiddo,31,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Gogoat,32,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Charmander,33,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Charmeleon,34,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Charizard,35,Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Charizard ex,36,Ultra Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Vulpix,37,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Ninetales,38,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Ponyta,42,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Rapidash,43,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Magmar,44,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Flareon,45,Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Moltres,46,Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Moltres ex,47,Ultra Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Heatmor,48,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Sizzlipede,51,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Centiskorch,52,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Psyduck,57,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Golduck,58,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Poliwag,59,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Poliwhirl,60,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Poliwrath,61,Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Staryu,74,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Starmie,75,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Starmie ex,76,Ultra Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Lapras,79,Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Ducklett,85,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Swanna,86,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Froakie,87,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Frogadier,88,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Greninja,89,Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Pyukumuku,90,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Bruxish,91,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Snom,92,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Frosmoth,93,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Blitzle,105,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Zebstrika,106,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Helioptile,110,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Heliolisk,111,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Pincurchin,112,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Abra,115,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Kadabra,116,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Alakazam,117,Rare
Genetic Apex,A1,30th October 2024,286,Charizard,Slowpoke,118,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Slowbro,119,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Woobat,133,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Swoobat,134,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Golett,135,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Golurk,136,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Sandshrew,137,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Sandslash,138,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Mankey,141,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Primeape,142,Uncommon
Genetic Apex,A1,30th October 2024,286,Charizard,Machop,143,Common
Genetic Apex,A1,30th October 2024,286,Charizard,Machoke,144,Uncommon
